Time,C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0999219999999923,0.0,0.0,0.0,0.0,0.0,0.2448158,0.0,0.0,0.2286029,0.0,0.0,0.0,0.0,0.3660679,0.0
0.1998439999999846,0.0,0.4019122,0.0,0.42026,0.0,0.2285159,2.384186e-07,0.0,0.2116759,0.0,4.768372e-07,-1.192093e-07,0.0,1.373436,9.536743e-07
0.2997659999999769,0.0,0.6129169,0.0,0.3916426,0.0,0.5854099,1.545227,0.0,0.1960025,1.192093e-07,4.768372e-07,0.4994513,0.0,1.310453,9.536743e-07
0.3996879999999692,0.0,0.5711017,1.490116e-08,0.364974,4.768372e-07,0.5464334,1.552348,-4.768372e-07,1.237515,1.192093e-07,0.5900578,0.4614836,0.0,1.821562,0.1156759
0.4996099999999615,0.3418953,0.8427453,1.490116e-08,0.3401213,4.768372e-07,0.510052,1.414868,-4.768372e-07,1.145884,0.0,0.5522847,0.426402,0.0,1.738029,6.467013
0.5995319999999538,0.3851974,0.7852502,1.35406,0.3169611,9.536743e-07,0.4760931,1.289564,-2.384186e-07,1.061038,5.960464e-08,0.5169289,0.3939873,0.0,2.080872,8.062005
0.6994539999999461,0.3616233,0.7316775,2.210076,0.2953777,4.768372e-07,0.5400765,1.708056,-2.384186e-07,0.9824736,5.960464e-08,1.957678,0.3640368,0.0,1.985447,7.61078
0.7993759999999384,0.3394918,0.8204801,2.067962,0.2752643,4.768372e-07,0.5041184,1.608677,-2.384186e-07,0.9097266,0.2177032,1.832354,0.3363631,0.0,1.894398,7.184809
0.8992979999999307,0.318715,0.7645044,1.827373,0.403724,4.768372e-07,0.4705542,1.47207,-2.384186e-07,0.8423662,0.1939026,2.254974,0.3107932,0.0,1.807526,6.782679
0.999219999999923,0.2992096,1.681052,1.614775,1.001893,2.384186e-07,0.439225,1.3417,0.0,0.9683846,1.177839,2.110617,0.287167,0.0,1.724636,6.403057
1.099142000000029,0.2808979,2.460732,1.42691,1.955974,2.384186e-07,0.4099815,1.222876,1.560678,1.015775,1.049071,2.553292,0.4067255,0.0,1.645547,6.044682
1.1990640000000212,0.2637069,2.292852,1.260902,2.065692,2.384186e-07,0.3826851,1.114575,1.47809,0.9405625,3.261711,2.389838,1.779811,0.0,8.146348,5.706364
1.2989860000000135,0.247568,2.378295,1.41154,1.92503,2.384186e-07,1.519119,1.015866,1.399872,0.870919,2.905123,2.236849,1.644511,0.0,8.404774,6.277843
1.3989080000000058,0.2324167,2.216039,1.24732,2.814808,0.0,3.064765,2.294289,1.325793,1.417922,2.587519,2.093653,1.941942,0.0,11.4321,6.385271
1.498829999999998,0.2181928,3.128683,1.102206,2.623136,0.0,2.860714,2.091101,1.255635,2.11203,2.616957,1.959624,1.794318,0.0,12.83324,6.734183
1.5987519999999904,0.2048393,2.915233,0.973974,2.444516,0.0,3.050726,2.420369,1.189189,2.030912,2.330857,1.834175,1.657916,0.0,12.24473,6.357274
1.6986739999999827,0.1923032,3.17076,0.8606609,3.207373,0.0,2.84761,3.02345,1.126259,1.880534,2.076035,2.971162,1.531883,0.0,11.87479,6.001461
1.798595999999975,0.1805342,3.82559,0.7605308,2.988969,-1.192093e-07,2.658017,3.047048,1.066659,1.741291,2.017211,3.46474,1.415431,0.0,16.71312,6.829166
1.8985179999999673,0.1694854,3.564594,0.6720499,3.854137,-1.192093e-07,2.481048,2.777194,1.010214,1.902479,1.796679,3.922269,1.307831,0.0,15.94669,6.446941
1.9984399999999596,0.159113,4.125726,0.593863,3.591692,-2.384186e-07,2.31586,2.918052,0.9567548,1.761611,1.600256,4.341811,1.208411,0.0,15.2154,6.08611
2.098361999999952,0.1493751,4.790381,1.476013,3.347119,-2.384186e-07,2.161671,2.659623,0.9061249,2.165166,1.425307,4.063862,1.116549,0.0,16.05783,5.745474
2.198283999999944,0.1402333,4.463564,1.865864,3.284692,-1.192093e-07,2.017748,2.509066,0.8581744,2.004847,1.831396,3.803707,1.03167,0.0,15.75306,5.423903
2.2982059999999365,0.131651,4.159043,1.648788,3.061024,-1.192093e-07,1.987097,2.286857,0.8127613,2.321032,1.631177,3.560206,1.008327,0.0,15.34611,5.120331
2.3981279999999288,0.1235939,3.875298,1.456966,2.852586,-1.192093e-07,2.068549,2.084328,0.7697513,2.149172,1.452848,3.332293,1.395905,0.0,14.64237,5.519787
2.498049999999921,0.6732822,3.640523,1.287461,3.657463,1.696,1.930825,1.899735,0.7290174,2.345237,2.100005,3.998732,3.446849,0.0,13.97089,5.616747
2.597972000000027,0.6320772,3.822377,1.137677,3.408411,1.59081,2.933068,2.266302,2.50911,2.171585,1.870421,3.742746,3.739923,0.0,13.33022,5.30238
2.6978940000000193,0.593394,4.776968,1.005318,3.740431,1.492145,2.774075,3.461251,2.376332,2.010791,1.665936,4.33899,7.363644,0.0,12.71892,5.00561
2.7978160000000116,0.5570782,4.451066,0.8883587,3.485729,1.399599,2.689498,3.154715,2.250581,1.861903,1.483806,4.061222,6.803867,0.0,12.13565,4.725449
2.897738000000004,0.522985,5.096684,0.7850062,4.340502,1.312793,2.510432,2.875326,2.131484,2.642415,2.562058,4.352796,6.286644,0.0,13.62262,4.460968
2.997659999999996,0.7838851,4.748969,0.6936777,4.208228,1.773446,2.539724,2.916753,2.01869,3.236279,2.28196,4.074143,5.80874,0.0,12.99791,4.211289
3.0975819999999885,1.889387,4.424977,0.6129746,3.921672,1.663453,2.37063,2.658438,1.911864,2.99665,2.632702,3.81333,5.367166,0.0,13.46849,6.630886
3.197503999999981,1.832094,4.123089,0.5416605,3.654629,3.401475,2.212794,2.423001,2.280737,2.774765,2.34488,5.919256,4.959159,0.0,12.85085,6.259759
3.297425999999973,1.736109,3.841797,0.4786432,3.906301,3.435672,2.065467,2.208415,2.160045,2.569309,2.088525,5.540324,4.582169,0.0,12.26154,6.109826
3.3973479999999654,2.281893,3.579695,1.458122,3.640304,4.330161,1.927949,2.296395,2.045739,2.587602,1.860196,5.185651,4.233837,0.0,11.69924,5.767862
3.4972699999999577,2.68676,3.608313,1.341038,3.39242,4.931958,1.799587,2.093021,3.565939,2.789273,1.656829,4.853683,3.911985,0.0,11.61882,5.849235
3.59719199999995,2.52233,3.36214,2.169182,3.267204,4.626069,1.679771,1.907658,3.377235,3.24638,1.627141,4.542965,3.6146,0.0,14.39001,5.521856
3.6971139999999423,2.367963,3.132763,2.000253,3.044726,4.33915,1.567932,1.738711,3.198518,3.363949,1.646328,4.25214,3.339822,0.0,14.95678,5.212801
3.7970359999999346,2.223043,2.919034,1.767542,3.88778,4.070027,1.46354,2.864785,3.029258,3.114867,1.466342,4.646484,3.085932,0.0,14.27089,8.184072
3.896957999999927,2.086992,2.719887,1.588528,3.623045,3.817596,1.366098,2.611073,2.868955,2.884228,1.306034,4.349031,2.851342,2.081801,13.61645,7.726014
3.996880000000033,1.959268,2.902856,1.403717,3.376336,3.580821,1.275144,3.199971,2.717135,2.670667,1.163251,4.57054,2.634586,1.949549,12.99203,7.293594
4.096802000000025,1.839361,2.704813,1.494593,3.274342,6.483148,1.190245,2.916574,2.573349,2.472919,1.258829,5.031197,2.434308,1.825699,12.39624,7.266866
4.196724000000017,1.726792,2.520281,1.32071,3.051378,6.081049,1.110999,2.658276,2.437171,2.289813,1.290461,6.779128,2.885586,1.709716,11.82793,6.860144
4.29664600000001,1.621112,2.727609,1.167058,2.843597,5.70389,1.037029,2.988351,4.923914,2.120265,1.14938,6.34515,2.699497,1.601102,11.28552,6.476186
4.396568000000002,1.521899,2.541522,1.031281,2.649964,5.350123,1.234626,2.731269,4.663349,1.963271,1.023724,5.938954,5.226052,1.499388,12.04264,6.767296
4.496489999999994,1.428759,2.773237,1.966324,2.712341,5.018298,2.130056,3.056456,4.416573,2.250845,0.9118045,5.558761,4.828773,1.404135,11.49039,8.049923
4.596411999999987,1.341319,2.63092,2.39506,3.754227,4.707053,1.988238,2.785769,4.182855,2.084182,1.843789,5.672805,4.461694,1.314934,10.96346,7.599373
4.696333999999979,1.25923,3.158149,4.406524,3.498586,4.415112,1.855862,3.586921,3.961506,1.92986,1.642216,7.713173,4.122521,1.231399,22.52783,7.17404
4.796255999999971,1.182165,2.942689,3.893864,4.503987,4.141278,1.732299,3.415675,3.75187,2.2658,2.054103,7.219401,3.809131,1.153171,21.49474,6.772513
4.8961779999999635,1.109816,2.741928,3.440848,4.315879,3.884428,1.616963,3.113175,3.553328,2.47275,1.829537,6.757238,3.519565,1.079913,20.50904,6.528958
4.996099999999956,1.041895,2.554863,3.144917,4.029148,3.643507,1.509306,2.837465,3.365292,2.387446,2.014649,6.324662,3.252011,1.011309,21.47109,6.409476
5.096021999999948,0.9781311,3.105357,2.779034,3.754786,3.41753,2.487938,2.970552,3.187206,2.210669,1.794396,5.919777,3.004797,0.9470626,22.96044,6.419178
5.19594399999994,0.9182693,2.893498,2.455718,3.499106,3.205568,2.611114,2.707473,3.018545,3.487,1.645086,5.540812,4.709947,0.886898,21.90752,6.059901
5.295865999999933,0.8620712,2.696093,2.170018,3.260837,3.006752,2.437267,3.569387,3.931334,4.066026,1.465236,5.186108,6.555491,0.8305554,20.90288,6.135067
5.395787999999925,0.8093122,4.401992,1.917556,3.038793,2.820267,2.525181,3.253274,3.723295,3.764959,1.305048,4.85411,6.057149,0.7777922,20.72891,5.991827
5.495710000000031,0.7597822,4.101672,1.694465,3.242404,2.645348,2.357055,2.965157,3.923748,3.518261,1.162373,4.543365,5.596691,0.7283809,19.77832,7.311102
5.595632000000023,0.7132834,3.821841,1.49733,3.923069,2.481278,3.075314,3.884442,3.71611,3.257753,1.035296,4.252514,5.171237,0.6821086,18.87132,6.901904
5.6955540000000155,0.6696304,3.561101,1.323129,4.994444,2.327384,2.870561,3.858004,3.51946,3.859704,0.9221116,3.980282,4.778124,0.6387758,22.49867,6.515608
5.795476000000008,0.6286489,3.31815,2.177354,4.654351,2.183035,2.67944,3.970523,3.333216,3.573914,0.8213012,5.321893,4.414896,0.5981959,21.46693,7.432772
5.895398,0.5901755,4.012611,1.924038,4.81944,2.047639,2.501044,3.618884,3.156828,3.646509,1.820497,6.070475,5.242667,0.8606517,20.48249,7.074213
5.995319999999992,0.5540566,4.282744,1.700194,4.491263,1.92064,2.334525,3.98008,4.340207,4.136122,1.62147,6.521544,7.921878,0.8059766,19.54321,6.842137
6.095241999999985,0.5201483,3.99056,1.502392,4.185434,1.801518,2.179093,4.359811,5.749645,3.829865,1.444202,6.104056,7.319665,0.7547747,18.64699,6.459187
6.195163999999977,0.4883152,3.71831,2.288124,3.90043,1.689784,2.03401,3.973696,5.445384,3.546284,1.286314,5.713295,6.763232,0.7068257,17.79187,6.339125
6.295085999999969,0.4584302,3.464633,2.072656,3.634834,1.584981,1.898586,3.872901,5.157224,3.283701,1.145687,5.672107,6.249098,0.9691899,16.97597,6.935701
6.395007999999962,0.4303742,3.228263,1.831522,3.387322,1.486677,1.772179,3.529908,4.884312,3.040561,1.020434,5.792308,5.774048,0.9076196,16.19748,6.547514
6.494929999999954,0.4040352,3.008019,1.618441,3.156665,1.39447,2.844773,3.217292,4.625843,2.815424,0.9088745,5.421503,5.33511,0.8499607,15.4547,6.181054
6.594851999999946,0.3793082,2.802801,1.43015,3.072555,1.307982,2.74438,2.932361,4.381051,3.441642,0.8095112,5.074436,4.929541,0.7959647,18.3728,6.849312
6.6947739999999385,0.3560945,3.921952,1.263765,4.044242,1.226858,2.665966,3.977623,4.149213,3.186808,0.721011,6.998069,4.554802,0.7453989,22.02507,6.46596
6.794695999999931,0.3343015,3.654382,1.116737,4.834142,1.150766,2.488467,3.625356,3.929645,2.950842,0.642186,6.550076,4.20855,0.6980454,21.01504,6.104064
6.894617999999923,0.3138421,3.405067,1.977152,5.158539,1.079393,2.322785,3.511423,3.721695,3.097628,1.216005,6.636464,4.683933,0.6537002,21.6952,6.926904
6.994540000000029,0.294635,4.817859,1.747128,4.807272,1.012447,2.168135,3.200443,5.349992,3.917846,1.77863,6.211619,4.327866,0.6121722,20.7003,6.539209
7.094462000000021,0.2766033,4.489166,1.543865,4.479925,0.949653,2.023782,2.917005,6.621992,3.627751,3.703822,5.813971,6.888371,0.5732823,20.2024,6.173213
7.194384000000014,0.2596751,4.182899,1.36425,5.674222,0.8907536,1.889039,2.658668,6.271568,3.359136,3.298899,5.44178,6.400951,0.536863,19.44588,5.827702
7.294306000000006,0.243783,5.546496,1.205532,5.287839,0.8355073,2.823288,3.39755,5.939687,3.23602,2.938245,5.093415,9.5002,0.5027574,20.52388,5.501529
7.394227999999998,0.2288634,5.168094,1.065279,4.927768,0.7836875,2.635315,3.096655,5.625369,2.99641,2.61702,5.675704,8.778005,0.4708184,20.7166,5.193612
7.4941499999999905,0.3489242,4.877006,0.9413437,4.592215,0.7350816,2.712704,2.822408,5.327684,2.774543,2.330913,5.312364,8.681174,0.4409084,19.76657,4.902928
7.594071999999983,0.32757,4.679751,0.8318269,4.279511,0.6894903,2.532094,3.449214,5.045753,2.569103,2.076084,4.972284,8.02124,0.4128985,20.41166,4.628515
7.693993999999975,0.7160432,4.360481,0.7350513,3.988101,0.6467267,2.363508,3.143744,4.77874,2.378875,1.849115,4.653974,7.411473,0.3866681,19.47562,4.369459
7.793915999999967,0.9036407,4.690646,0.6495347,4.073467,2.602091,2.206146,2.865327,4.525858,2.202732,1.710567,5.691008,7.787866,0.3621039,18.5825,4.912095
